seed,scenario,contamination,delay,static_f1,adaptive_f1,delta,static_macro,adaptive_macro,static_fpr,adaptive_fpr,events,accepted_feedback,false_adaptations,feedback_contamination,recovery_windows,drift_threshold,confidence_threshold,trigger_drift,trigger_conf
42,stealth,0.0,5,0.3028224742811923,0.28426666666666667,-0.018555807614525632,0.4385750316324628,0.4274133333333333,0.1085,0.1085,2,500,0,0.0,0.0,0.09443437418763684,0.8406797008852273,2,2
42,stealth,0.4,1,0.3028224742811923,0.3489863997947139,0.04616392551352161,0.4385750316324628,0.46664460084770926,0.1085,0.1085,11,2750,0,0.384,0.0,0.09443437418763684,0.8406797008852273,11,11
42,stealth,0.4,5,0.3028224742811923,0.3370379943137762,0.03421552003258388,0.4385750316324628,0.45933615585856813,0.1085,0.1085,11,2750,0,0.384,0.0,0.09443437418763684,0.8406797008852273,11,11
42,hybrid,0.0,1,0.49356122687895104,0.5071925754060325,0.013631348527081422,0.5580042126714532,0.5669530539596068,0.1085,0.1085,3,750,0,0.0,0.0,0.09443437418763684,0.8406797008852273,3,3
42,hybrid,0.0,5,0.49356122687895104,0.48147274014632996,-0.012088486732621084,0.5580042126714532,0.5501238418760455,0.1085,0.1085,4,1000,0,0.0,0.0,0.09443437418763684,0.8406797008852273,4,4
42,hybrid,0.4,1,0.49356122687895104,0.4854048964218456,-0.008156330457105454,0.5580042126714532,0.5526815859021605,0.1085,0.1085,5,1250,0,0.3968,0.0,0.09443437418763684,0.8406797008852273,5,5
42,hybrid,0.4,5,0.49356122687895104,0.5239733883918329,0.030412161512881897,0.5580042126714532,0.5780654036445958,0.1085,0.1085,8,2000,0,0.3845,0.0,0.09443437418763684,0.8406797008852273,8,8
52,static,0.0,1,0.8765217391304347,0.8765217391304347,0.0,0.8547314578005114,0.8547314578005114,0.115,0.115,0,0,0,0.0,,0.09754014344345072,0.8527583069028859,0,0
52,static,0.0,5,0.8765217391304347,0.8765217391304347,0.0,0.8547314578005114,0.8547314578005114,0.115,0.115,0,0,0,0.0,,0.09754014344345072,0.8527583069028859,0,0
52,static,0.4,1,0.8765217391304347,0.8765217391304347,0.0,0.8547314578005114,0.8547314578005114,0.115,0.115,0,0,0,0.0,,0.09754014344345072,0.8527583069028859,0,0
52,static,0.4,5,0.8765217391304347,0.8765217391304347,0.0,0.8547314578005114,0.8547314578005114,0.115,0.115,0,0,0,0.0,,0.09754014344345072,0.8527583069028859,0,0
52,gradual,0.0,1,0.775587566338135,0.7938760268857357,0.018288460547600693,0.7624762556500158,0.7780749643472606,0.115,0.115,7,1750,0,0.0,4.0,0.09754014344345072,0.8527583069028859,7,7
52,gradual,0.0,5,0.775587566338135,0.7829691032403918,0.007381536902256847,0.7624762556500158,0.7687224032826,0.115,0.115,7,1750,0,0.0,6.0,0.09754014344345072,0.8527583069028859,7,7
52,gradual,0.4,1,0.775587566338135,0.7723299125807678,-0.003257653757367196,0.7624762556500158,0.7597403045385899,0.115,0.115,9,2250,0,0.39244444444444443,5.0,0.09754014344345072,0.8527583069028859,9,9
52,gradual,0.4,5,0.775587566338135,0.7809020569918853,0.005314490653750337,0.7624762556500158,0.7669666634672254,0.115,0.115,8,2000,0,0.3955,5.0,0.09754014344345072,0.8527583069028859,8,8
52,abrupt,0.0,1,0.6411442995372318,0.6411442995372318,0.0,0.6579720735200456,0.6579720735200456,0.115,0.115,0,0,0,0.0,,0.09754014344345072,0.8527583069028859,0,0
52,abrupt,0.0,5,0.6411442995372318,0.6411442995372318,0.0,0.6579720735200456,0.6579720735200456,0.115,0.115,0,0,0,0.0,,0.09754014344345072,0.8527583069028859,0,0
52,abrupt,0.4,1,0.6411442995372318,0.6411442995372318,0.0,0.6579720735200456,0.6579720735200456,0.115,0.115,0,0,0,0.0,,0.09754014344345072,0.8527583069028859,0,0
52,abrupt,0.4,5,0.6411442995372318,0.6411442995372318,0.0,0.6579720735200456,0.6579720735200456,0.115,0.115,0,0,0,0.0,,0.09754014344345072,0.8527583069028859,0,0
52,oscillating,0.0,1,0.7652905198776758,0.7811320754716982,0.01584155559402234,0.753870092153603,0.7671617824167001,0.115,0.115,7,1750,0,0.0,2.0,0.09754014344345072,0.8527583069028859,7,7
52,oscillating,0.0,5,0.7652905198776758,0.76999238385377,0.004701863976094178,0.753870092153603,0.7577847344711142,0.115,0.115,7,1750,0,0.0,2.0,0.09754014344345072,0.8527583069028859,7,7
52,oscillating,0.4,1,0.7652905198776758,0.7617404638681234,-0.0035500560095523825,0.753870092153603,0.7509308633369469,0.115,0.115,8,2000,0,0.3825,2.0,0.09754014344345072,0.8527583069028859,8,8
52,oscillating,0.4,5,0.7652905198776758,0.7638729429774206,-0.0014175769002552352,0.753870092153603,0.7526947454727908,0.115,0.115,8,2000,0,0.3825,2.0,0.09754014344345072,0.8527583069028859,8,8
52,stealth,0.0,1,0.3040168023103177,0.4108241082410824,0.1068073059307647,0.43790728663407985,0.5036428881559245,0.115,0.115,12,3000,0,0.0,2.0,0.09754014344345072,0.8527583069028859,12,12
52,stealth,0.0,5,0.3040168023103177,0.2796271637816245,-0.02438963852869319,0.43790728663407985,0.4232403232839267,0.115,0.115,4,1000,0,0.0,3.0,0.09754014344345072,0.8527583069028859,4,4
52,stealth,0.4,1,0.3040168023103177,0.3503575076608784,0.04634070535056073,0.43790728663407985,0.46610577552669163,0.115,0.115,12,3000,0,0.38966666666666666,0.0,0.09754014344345072,0.8527583069028859,12,12
52,stealth,0.4,5,0.3040168023103177,0.33376321898375033,0.02974641667343264,0.43790728663407985,0.4559555928333744,0.115,0.115,12,3000,0,0.38966666666666666,0.0,0.09754014344345072,0.8527583069028859,12,12
52,hybrid,0.0,1,0.4892422825070159,0.6336717428087987,0.14442946030178277,0.5538454599117889,0.6525718349855829,0.115,0.115,8,2000,0,0.0,0.0,0.09754014344345072,0.8527583069028859,8,8
52,hybrid,0.0,5,0.4892422825070159,0.4713677236157123,-0.017874558891303627,0.5538454599117889,0.542230449961649,0.115,0.115,4,1000,0,0.0,0.0,0.09754014344345072,0.8527583069028859,4,4
52,hybrid,0.4,1,0.4892422825070159,0.47677434567319027,-0.012467936833825632,0.5538454599117889,0.5457321980145774,0.115,0.115,5,1250,0,0.3888,0.0,0.09754014344345072,0.8527583069028859,5,5
52,hybrid,0.4,5,0.4892422825070159,0.4860557768924303,-0.0031865056145856108,0.5538454599117889,0.5517667686136667,0.115,0.115,6,1500,0,0.40066666666666667,0.0,0.09754014344345072,0.8527583069028859,6,6
62,static,0.0,1,0.8877078690210869,0.8877078690210869,0.0,0.8652602220075437,0.8652602220075437,0.122,0.122,0,0,0,0.0,,0.086934612849008,0.8498579693654634,0,0
62,static,0.0,5,0.8877078690210869,0.8877078690210869,0.0,0.8652602220075437,0.8652602220075437,0.122,0.122,0,0,0,0.0,,0.086934612849008,0.8498579693654634,0,0
62,static,0.4,1,0.8877078690210869,0.8877078690210869,0.0,0.8652602220075437,0.8652602220075437,0.122,0.122,0,0,0,0.0,,0.086934612849008,0.8498579693654634,0,0
62,static,0.4,5,0.8877078690210869,0.8877078690210869,0.0,0.8652602220075437,0.8652602220075437,0.122,0.122,0,0,0,0.0,,0.086934612849008,0.8498579693654634,0,0
62,gradual,0.0,1,0.7866093136338134,0.808885625114742,0.02227631148092868,0.7706955873993266,0.7901225841365496,0.122,0.122,6,1500,0,0.0,5.0,0.086934612849008,0.8498579693654634,6,6
62,gradual,0.0,5,0.7866093136338134,0.788195741501681,0.001586427867867668,0.7706955873993266,0.7720574058347838,0.122,0.122,6,1500,0,0.0,5.0,0.086934612849008,0.8498579693654634,6,6
62,gradual,0.4,1,0.7866093136338134,0.7857009170877784,-0.0009083965460349175,0.7706955873993266,0.7699172397334964,0.122,0.122,9,2250,0,0.4053333333333333,5.0,0.086934612849008,0.8498579693654634,9,9
62,gradual,0.4,5,0.7866093136338134,0.7969590209530873,0.010349707319273982,0.7706955873993266,0.7796386161852478,0.122,0.122,8,2000,0,0.40650000000000003,5.0,0.086934612849008,0.8498579693654634,8,8
62,abrupt,0.0,1,0.638405036726128,0.638405036726128,0.0,0.6546370933391863,0.6546370933391863,0.122,0.122,0,0,0,0.0,,0.086934612849008,0.8498579693654634,0,0
62,abrupt,0.0,5,0.638405036726128,0.638405036726128,0.0,0.6546370933391863,0.6546370933391863,0.122,0.122,0,0,0,0.0,,0.086934612849008,0.8498579693654634,0,0
62,abrupt,0.4,1,0.638405036726128,0.638405036726128,0.0,0.6546370933391863,0.6546370933391863,0.122,0.122,0,0,0,0.0,,0.086934612849008,0.8498579693654634,0,0
62,abrupt,0.4,5,0.638405036726128,0.638405036726128,0.0,0.6546370933391863,0.6546370933391863,0.122,0.122,0,0,0,0.0,,0.086934612849008,0.8498579693654634,0,0
62,oscillating,0.0,1,0.769114020110036,0.784563506931435,0.015449486821398906,0.7558828717593953,0.7689441301280941,0.122,0.122,8,2000,0,0.0,2.0,0.086934612849008,0.8498579693654634,8,8
62,oscillating,0.0,5,0.769114020110036,0.774230115246552,0.005116095136516008,0.7558828717593953,0.7601764555412704,0.122,0.122,8,2000,0,0.0,2.0,0.086934612849008,0.8498579693654634,8,8
62,oscillating,0.4,1,0.769114020110036,0.7597017778627414,-0.009412242247294644,0.7558828717593953,0.7480622539974222,0.122,0.122,8,2000,0,0.40750000000000003,2.0,0.086934612849008,0.8498579693654634,8,8
62,oscillating,0.4,5,0.769114020110036,0.7672430172905187,-0.0018710028195173534,0.7558828717593953,0.7543202631312209,0.122,0.122,8,2000,0,0.40750000000000003,2.0,0.086934612849008,0.8498579693654634,8,8
62,stealth,0.0,1,0.29352972119936876,0.4078527607361963,0.11432303953682754,0.4300820596961671,0.5002976883849758,0.122,0.122,12,3000,0,0.0,2.0,0.086934612849008,0.8498579693654634,12,12
62,stealth,0.0,5,0.29352972119936876,0.330416881111683,0.03688715991231423,0.4300820596961671,0.45241812325129455,0.122,0.122,9,2250,0,0.0,7.0,0.086934612849008,0.8498579693654634,9,9
62,stealth,0.4,1,0.29352972119936876,0.34151329243353784,0.047983571234169076,0.4300820596961671,0.4591929142851001,0.122,0.122,12,3000,0,0.4013333333333333,0.0,0.086934612849008,0.8498579693654634,12,12
62,stealth,0.4,5,0.29352972119936876,0.32481280660986317,0.031283085410494404,0.4300820596961671,0.44900669708655394,0.122,0.122,12,3000,0,0.4013333333333333,0.0,0.086934612849008,0.8498579693654634,12,12
62,hybrid,0.0,1,0.49501275806077477,0.5160109789569991,0.02099822089622433,0.5561722254005754,0.5700168611913639,0.122,0.122,3,750,0,0.0,0.0,0.086934612849008,0.8498579693654634,3,3
62,hybrid,0.0,5,0.49501275806077477,0.47627994363550963,-0.018732814425265143,0.5561722254005754,0.5439567603931641,0.122,0.122,3,750,0,0.0,0.0,0.086934612849008,0.8498579693654634,3,3
62,hybrid,0.4,1,0.49501275806077477,0.5871080139372822,0.09209525587650741,0.5561722254005754,0.6182581489804755,0.122,0.122,12,3000,0,0.4013333333333333,0.0,0.086934612849008,0.8498579693654634,12,12
62,hybrid,0.4,5,0.49501275806077477,0.49466357308584685,-0.00034918497492791856,0.5561722254005754,0.5559433858399357,0.122,0.122,6,1500,0,0.4106666666666667,0.0,0.086934612849008,0.8498579693654634,6,6
72,static,0.0,1,0.8749349522983522,0.8749349522983522,0.0,0.8523435092070273,0.8523435092070273,0.1215,0.1215,0,0,0,0.0,,0.08645496873393096,0.8400340637452596,0,0
72,static,0.0,5,0.8749349522983522,0.8749349522983522,0.0,0.8523435092070273,0.8523435092070273,0.1215,0.1215,0,0,0,0.0,,0.08645496873393096,0.8400340637452596,0,0
72,static,0.4,1,0.8749349522983522,0.8749349522983522,0.0,0.8523435092070273,0.8523435092070273,0.1215,0.1215,0,0,0,0.0,,0.08645496873393096,0.8400340637452596,0,0
72,static,0.4,5,0.8749349522983522,0.8749349522983522,0.0,0.8523435092070273,0.8523435092070273,0.1215,0.1215,0,0,0,0.0,,0.08645496873393096,0.8400340637452596,0,0
72,gradual,0.0,1,0.7631578947368421,0.7858479970048671,0.022690102268024925,0.7510070382010535,0.770124513745027,0.1215,0.1215,7,1750,0,0.0,4.0,0.08645496873393096,0.8400340637452596,7,7
72,gradual,0.0,5,0.7631578947368421,0.7690263807174037,0.005868485980561555,0.7510070382010535,0.7558934482323015,0.1215,0.1215,8,2000,0,0.0,5.0,0.08645496873393096,0.8400340637452596,8,8
72,gradual,0.4,1,0.7631578947368421,0.7638650657518582,0.0007071710150160504,0.7510070382010535,0.7515937994444122,0.1215,0.1215,10,2500,0,0.4224,5.0,0.08645496873393096,0.8400340637452596,10,10
72,gradual,0.4,5,0.7631578947368421,0.7736812251843449,0.010523330447502754,0.7510070382010535,0.7597975219532422,0.1215,0.1215,8,2000,0,0.4215,5.0,0.08645496873393096,0.8400340637452596,8,8
72,abrupt,0.0,1,0.6235144312393888,0.6235144312393888,0.0,0.6440189402793011,0.6440189402793011,0.1215,0.1215,0,0,0,0.0,,0.08645496873393096,0.8400340637452596,0,0
72,abrupt,0.0,5,0.6235144312393888,0.6235144312393888,0.0,0.6440189402793011,0.6440189402793011,0.1215,0.1215,0,0,0,0.0,,0.08645496873393096,0.8400340637452596,0,0
72,abrupt,0.4,1,0.6235144312393888,0.6235144312393888,0.0,0.6440189402793011,0.6440189402793011,0.1215,0.1215,0,0,0,0.0,,0.08645496873393096,0.8400340637452596,0,0
72,abrupt,0.4,5,0.6235144312393888,0.6235144312393888,0.0,0.6440189402793011,0.6440189402793011,0.1215,0.1215,0,0,0,0.0,,0.08645496873393096,0.8400340637452596,0,0
72,oscillating,0.0,1,0.7405825242718447,0.7617411225658648,0.021158598294020114,0.7325593033730358,0.7498331820305175,0.1215,0.1215,8,2000,0,0.0,2.0,0.08645496873393096,0.8400340637452596,8,8
72,oscillating,0.0,5,0.7405825242718447,0.7478764478764479,0.007293923604603236,0.7325593033730358,0.7384610455149874,0.1215,0.1215,8,2000,0,0.0,2.0,0.08645496873393096,0.8400340637452596,8,8
72,oscillating,0.4,1,0.7405825242718447,0.7369036027263876,-0.0036789215454571256,0.7325593033730358,0.7296028804998844,0.1215,0.1215,8,2000,0,0.4255,2.0,0.08645496873393096,0.8400340637452596,8,8
72,oscillating,0.4,5,0.7405825242718447,0.7444831591173054,0.003900634845460771,0.7325593033730358,0.7357086875437582,0.1215,0.1215,8,2000,0,0.4255,2.0,0.08645496873393096,0.8400340637452596,8,8
72,stealth,0.0,1,0.26993865030674846,0.3825436408977556,0.11260499059100715,0.41604435314889493,0.4845940241216658,0.1215,0.1215,12,3000,0,0.0,2.0,0.08645496873393096,0.8400340637452596,12,12
72,stealth,0.0,5,0.26993865030674846,0.24750067549310997,-0.02243797481363849,0.41604435314889493,0.4026835017408398,0.1215,0.1215,2,500,0,0.0,,0.08645496873393096,0.8400340637452596,2,2
72,stealth,0.4,1,0.26993865030674846,0.30785285677015395,0.037914206463405487,0.41604435314889493,0.43882994711379436,0.1215,0.1215,12,3000,0,0.4233333333333334,0.0,0.08645496873393096,0.8400340637452596,12,12
72,stealth,0.4,5,0.26993865030674846,0.29763779527559053,0.02769914496884207,0.41604435314889493,0.4326638087848066,0.1215,0.1215,12,3000,0,0.4233333333333334,0.0,0.08645496873393096,0.8400340637452596,12,12
72,hybrid,0.0,1,0.4512893982808023,0.4749588525746532,0.023669454293850922,0.5279502738134914,0.5432041522312974,0.1215,0.1215,5,1250,0,0.0,0.0,0.08645496873393096,0.8400340637452596,5,5
72,hybrid,0.0,5,0.4512893982808023,0.4374849433871356,-0.013804454893666662,0.5279502738134914,0.5191357013054673,0.1215,0.1215,5,1250,0,0.0,0.0,0.08645496873393096,0.8400340637452596,5,5
72,hybrid,0.4,1,0.4512893982808023,0.5339059674502713,0.08261656916946902,0.5279502738134914,0.5820534141412046,0.1215,0.1215,11,2750,0,0.42181818181818187,0.0,0.08645496873393096,0.8400340637452596,11,11
72,hybrid,0.4,5,0.4512893982808023,0.47853624208304013,0.027246843802237852,0.5279502738134914,0.5455257469784209,0.1215,0.1215,9,2250,0,0.4186666666666667,0.0,0.08645496873393096,0.8400340637452596,9,9
82,static,0.0,1,0.8826758147512864,0.8826758147512864,0.0,0.8593235188864345,0.8593235188864345,0.1285,0.1285,0,0,0,0.0,,0.10660720865683385,0.8335454387024315,0,0
82,static,0.0,5,0.8826758147512864,0.8826758147512864,0.0,0.8593235188864345,0.8593235188864345,0.1285,0.1285,0,0,0,0.0,,0.10660720865683385,0.8335454387024315,0,0
82,static,0.4,1,0.8826758147512864,0.8826758147512864,0.0,0.8593235188864345,0.8593235188864345,0.1285,0.1285,0,0,0,0.0,,0.10660720865683385,0.8335454387024315,0,0
82,static,0.4,5,0.8826758147512864,0.8826758147512864,0.0,0.8593235188864345,0.8593235188864345,0.1285,0.1285,0,0,0,0.0,,0.10660720865683385,0.8335454387024315,0,0
82,gradual,0.0,1,0.7842478536767451,0.7981549815498155,0.013907127873070357,0.7676086317069637,0.7796451763644274,0.1285,0.1285,7,1750,0,0.0,4.0,0.10660720865683385,0.8335454387024315,7,7
82,gradual,0.0,5,0.7842478536767451,0.7853813164273727,0.0011334627506276451,0.7676086317069637,0.7685802419963044,0.1285,0.1285,7,1750,0,0.0,5.0,0.10660720865683385,0.8335454387024315,7,7
82,gradual,0.4,1,0.7842478536767451,0.7844747154319835,0.00022686175523844998,0.7676086317069637,0.7678029685757203,0.1285,0.1285,8,2000,0,0.3975,5.0,0.10660720865683385,0.8335454387024315,8,8
82,gradual,0.4,5,0.7842478536767451,0.7910170749814402,0.00676922130469515,0.7676086317069637,0.7734356840648745,0.1285,0.1285,7,1750,0,0.40228571428571425,5.0,0.10660720865683385,0.8335454387024315,7,7
82,abrupt,0.0,1,0.636668061950607,0.636668061950607,0.0,0.6521141918332123,0.6521141918332123,0.1285,0.1285,0,0,0,0.0,,0.10660720865683385,0.8335454387024315,0,0
82,abrupt,0.0,5,0.636668061950607,0.636668061950607,0.0,0.6521141918332123,0.6521141918332123,0.1285,0.1285,0,0,0,0.0,,0.10660720865683385,0.8335454387024315,0,0
82,abrupt,0.4,1,0.636668061950607,0.636668061950607,0.0,0.6521141918332123,0.6521141918332123,0.1285,0.1285,0,0,0,0.0,,0.10660720865683385,0.8335454387024315,0,0
82,abrupt,0.4,5,0.636668061950607,0.636668061950607,0.0,0.6521141918332123,0.6521141918332123,0.1285,0.1285,0,0,0,0.0,,0.10660720865683385,0.8335454387024315,0,0
82,oscillating,0.0,1,0.764181369759059,0.7801498127340823,0.01596844297502331,0.7506675510245919,0.7641092411309897,0.1285,0.1285,7,1750,0,0.0,2.0,0.10660720865683385,0.8335454387024315,7,7
82,oscillating,0.0,5,0.764181369759059,0.7700151057401813,0.0058337359811222456,0.7506675510245919,0.7555432671558049,0.1285,0.1285,7,1750,0,0.0,2.0,0.10660720865683385,0.8335454387024315,7,7
82,oscillating,0.4,1,0.764181369759059,0.7582920320243995,-0.005889337734659494,0.7506675510245919,0.7457846361215814,0.1285,0.1285,8,2000,0,0.3885,2.0,0.10660720865683385,0.8335454387024315,8,8
82,oscillating,0.4,5,0.764181369759059,0.7632428327321056,-0.0009385370269534565,0.7506675510245919,0.7498867871668133,0.1285,0.1285,7,1750,0,0.3845714285714285,2.0,0.10660720865683385,0.8335454387024315,7,7
82,stealth,0.0,1,0.30099113197704747,0.41508515815085156,0.1140940261738041,0.4331747745516117,0.5034678761891779,0.1285,0.1285,12,3000,0,0.0,2.0,0.10660720865683385,0.8335454387024315,12,12
82,stealth,0.0,5,0.30099113197704747,0.35795311318376605,0.05696198120671858,0.4331747745516117,0.46788754614931716,0.1285,0.1285,12,3000,0,0.0,4.0,0.10660720865683385,0.8335454387024315,12,12
82,stealth,0.4,1,0.30099113197704747,0.344178952719878,0.04318782074283051,0.4331747745516117,0.4594287444113732,0.1285,0.1285,12,3000,0,0.39366666666666666,0.0,0.10660720865683385,0.8335454387024315,12,12
82,stealth,0.4,5,0.30099113197704747,0.33145491803278687,0.030463786055739406,0.4331747745516117,0.45165265586678716,0.1285,0.1285,12,3000,0,0.39366666666666666,0.0,0.10660720865683385,0.8335454387024315,12,12
82,hybrid,0.0,1,0.5025287356321839,0.7093322765999603,0.20680354096777642,0.5597599430373309,0.7065740728850801,0.1285,0.1285,10,2500,0,0.0,0.0,0.10660720865683385,0.8335454387024315,10,10
82,hybrid,0.0,5,0.5025287356321839,0.48652416356877326,-0.01600457206341066,0.5597599430373309,0.5492662952675327,0.1285,0.1285,4,1000,0,0.0,0.0,0.10660720865683385,0.8335454387024315,4,4
82,hybrid,0.4,1,0.5025287356321839,0.5958180642379823,0.09328932860579842,0.5597599430373309,0.6230349414642626,0.1285,0.1285,12,3000,0,0.39366666666666666,0.0,0.10660720865683385,0.8335454387024315,12,12
82,hybrid,0.4,5,0.5025287356321839,0.5178612059158134,0.015332470283629496,0.5597599430373309,0.5699029490774428,0.1285,0.1285,8,2000,0,0.392,0.0,0.10660720865683385,0.8335454387024315,8,8
