seed,scenario,policy,contamination,delay,static_attack_f1,adaptive_attack_f1,delta,events,accepted_feedback,false_adaptations,threshold
42,oscillating,drift,0.0,3,0.7641183250096043,0.7800530906332954,0.015934765623691116,12,3000,0,0.09462381143491583
42,oscillating,anchor_replay,0.0,3,0.7641183250096043,0.7726058756199924,0.008487550610388084,12,2161,0,0.09462381143491583
42,oscillating,static,0.0,5,0.7641183250096043,0.7641183250096043,0.0,0,0,0,0.09462381143491583
42,oscillating,drift,0.0,5,0.7641183250096043,0.7686124401913875,0.00449411518178322,12,3000,0,0.09462381143491583
42,oscillating,anchor_replay,0.0,5,0.7641183250096043,0.7655410590943975,0.001422734084793209,12,2323,0,0.09462381143491583
42,oscillating,static,0.4,1,0.7641183250096043,0.7641183250096043,0.0,0,0,0,0.09462381143491583
42,oscillating,drift,0.4,1,0.7641183250096043,0.7514069474092762,-0.012711377600328144,12,3000,0,0.09462381143491583
42,oscillating,anchor_replay,0.4,1,0.7641183250096043,0.7697896749521989,0.00567134994259455,12,1686,0,0.09462381143491583
42,oscillating,static,0.4,3,0.7641183250096043,0.7641183250096043,0.0,0,0,0,0.09462381143491583
42,oscillating,drift,0.4,3,0.7641183250096043,0.7641183250096043,0.0,12,3000,0,0.09462381143491583
42,oscillating,anchor_replay,0.4,3,0.7641183250096043,0.76388088376561,-0.00023744124399427413,12,1666,0,0.09462381143491583
42,oscillating,static,0.4,5,0.7641183250096043,0.7641183250096043,0.0,0,0,0,0.09462381143491583
42,oscillating,drift,0.4,5,0.7641183250096043,0.7593521018125723,-0.004766223197032016,12,3000,0,0.09462381143491583
42,oscillating,anchor_replay,0.4,5,0.7641183250096043,0.7653041642678948,0.001185839258290522,12,1727,0,0.09462381143491583
42,stealth,static,0.0,1,0.3028224742811923,0.3028224742811923,0.0,0,0,0,0.09462381143491583
42,stealth,drift,0.0,1,0.3028224742811923,0.4207167403043692,0.11789426602317687,12,3000,0,0.09462381143491583
42,stealth,anchor_replay,0.0,1,0.3028224742811923,0.3335923335923336,0.03076985931114129,12,824,0,0.09462381143491583
42,stealth,static,0.0,3,0.3028224742811923,0.3028224742811923,0.0,0,0,0,0.09462381143491583
42,stealth,drift,0.0,3,0.3028224742811923,0.3894868585732165,0.08666438429202422,12,3000,0,0.09462381143491583
42,stealth,anchor_replay,0.0,3,0.3028224742811923,0.3236060448150078,0.02078357053381552,12,1146,0,0.09462381143491583
42,stealth,static,0.0,5,0.3028224742811923,0.3028224742811923,0.0,0,0,0,0.09462381143491583
42,stealth,drift,0.0,5,0.3028224742811923,0.3565772669220945,0.053754792640902216,12,3000,0,0.09462381143491583
42,stealth,anchor_replay,0.0,5,0.3028224742811923,0.3117292049330884,0.008906730651896122,12,1462,0,0.09462381143491583
42,stealth,static,0.4,1,0.3028224742811923,0.3028224742811923,0.0,0,0,0,0.09462381143491583
42,stealth,drift,0.4,1,0.3028224742811923,0.3515244683576736,0.04870199407648129,12,3000,0,0.09462381143491583
42,stealth,anchor_replay,0.4,1,0.3028224742811923,0.29833377413382706,-0.004488700147365243,12,1338,0,0.09462381143491583
42,stealth,static,0.4,3,0.3028224742811923,0.3028224742811923,0.0,0,0,0,0.09462381143491583
42,stealth,drift,0.4,3,0.3028224742811923,0.3477144324601952,0.04489195817900288,12,3000,0,0.09462381143491583
42,stealth,anchor_replay,0.4,3,0.3028224742811923,0.300581088219757,-0.002241386061435313,12,1428,0,0.09462381143491583
42,stealth,static,0.4,5,0.3028224742811923,0.3028224742811923,0.0,0,0,0,0.09462381143491583
42,stealth,drift,0.4,5,0.3028224742811923,0.33789718419013176,0.03507470990893946,12,3000,0,0.09462381143491583
42,stealth,anchor_replay,0.4,5,0.3028224742811923,0.300581088219757,-0.002241386061435313,12,1488,0,0.09462381143491583
42,hybrid,static,0.0,1,0.49356122687895104,0.49356122687895104,0.0,0,0,0,0.09462381143491583
42,hybrid,drift,0.0,1,0.49356122687895104,0.7064736630478489,0.21291243616889782,12,3000,0,0.09462381143491583
42,hybrid,anchor_replay,0.0,1,0.49356122687895104,0.5410430839002267,0.047481857021275664,12,1352,0,0.09462381143491583
42,hybrid,static,0.0,3,0.49356122687895104,0.49356122687895104,0.0,0,0,0,0.09462381143491583
42,hybrid,drift,0.0,3,0.49356122687895104,0.6243318366474235,0.1307706097684725,12,3000,0,0.09462381143491583
42,hybrid,anchor_replay,0.0,3,0.49356122687895104,0.505458768873403,0.011897541994451977,12,1633,0,0.09462381143491583
42,hybrid,static,0.0,5,0.49356122687895104,0.49356122687895104,0.0,0,0,0,0.09462381143491583
42,hybrid,drift,0.0,5,0.49356122687895104,0.5397185655923741,0.046157338713423035,12,3000,0,0.09462381143491583
42,hybrid,anchor_replay,0.0,5,0.49356122687895104,0.49214905085540195,-0.0014121760235490943,12,1997,0,0.09462381143491583
42,hybrid,static,0.4,1,0.49356122687895104,0.49356122687895104,0.0,0,0,0,0.09462381143491583
42,hybrid,drift,0.4,1,0.49356122687895104,0.5905805038335159,0.09701927695456486,12,3000,0,0.09462381143491583
42,hybrid,anchor_replay,0.4,1,0.49356122687895104,0.48326261197548326,-0.010298614903467784,12,1426,0,0.09462381143491583
42,hybrid,static,0.4,3,0.49356122687895104,0.49356122687895104,0.0,0,0,0,0.09462381143491583
42,hybrid,drift,0.4,3,0.49356122687895104,0.5615917728593784,0.0680305459804274,12,3000,0,0.09462381143491583
42,hybrid,anchor_replay,0.4,3,0.49356122687895104,0.4903801032379165,-0.0031811236410345667,12,1561,0,0.09462381143491583
42,hybrid,static,0.4,5,0.49356122687895104,0.49356122687895104,0.0,0,0,0,0.09462381143491583
42,hybrid,drift,0.4,5,0.49356122687895104,0.5243119266055046,0.030750699726553588,12,3000,0,0.09462381143491583
42,hybrid,anchor_replay,0.4,5,0.49356122687895104,0.49179559306141585,-0.0017656338175351949,12,1612,0,0.09462381143491583
52,static,static,0.0,1,0.8765217391304347,0.8765217391304347,0.0,0,0,0,0.09773581092350508
52,static,drift,0.0,1,0.8765217391304347,0.8856304985337243,0.00910875940328959,12,3000,0,0.09773581092350508
52,static,anchor_replay,0.0,1,0.8765217391304347,0.8858226974818904,0.009300958351455613,12,2588,0,0.09773581092350508
52,static,static,0.0,3,0.8765217391304347,0.8765217391304347,0.0,0,0,0,0.09773581092350508
52,static,drift,0.0,3,0.8765217391304347,0.8817725463043102,0.0052508071738754936,12,3000,0,0.09773581092350508
52,static,anchor_replay,0.0,3,0.8765217391304347,0.8835119253370204,0.006990186206585647,12,2577,0,0.09773581092350508
52,static,static,0.0,5,0.8765217391304347,0.8765217391304347,0.0,0,0,0,0.09773581092350508
52,static,drift,0.0,5,0.8765217391304347,0.8798335356337784,0.003311796503343678,12,3000,0,0.09773581092350508
52,static,anchor_replay,0.0,5,0.8765217391304347,0.8788615064213815,0.0023397672909467593,12,2573,0,0.09773581092350508
52,static,static,0.4,1,0.8765217391304347,0.8765217391304347,0.0,0,0,0,0.09773581092350508
52,static,drift,0.4,1,0.8765217391304347,0.8658707865168539,-0.010650952613580844,12,3000,0,0.09773581092350508
52,static,anchor_replay,0.4,1,0.8765217391304347,0.8808038808038808,0.004282141673446094,12,1706,0,0.09773581092350508
52,static,static,0.4,3,0.8765217391304347,0.8765217391304347,0.0,0,0,0,0.09773581092350508
52,static,drift,0.4,3,0.8765217391304347,0.8690476190476191,-0.007474120082815672,12,3000,0,0.09773581092350508
52,static,anchor_replay,0.4,3,0.8765217391304347,0.8798335356337784,0.003311796503343678,12,1750,0,0.09773581092350508
52,static,static,0.4,5,0.8765217391304347,0.8765217391304347,0.0,0,0,0,0.09773581092350508
52,static,drift,0.4,5,0.8765217391304347,0.8720097782434084,-0.004511960887026323,12,3000,0,0.09773581092350508
52,static,anchor_replay,0.4,5,0.8765217391304347,0.8761308281141267,-0.0003909110163080598,12,1776,0,0.09773581092350508
52,gradual,static,0.0,1,0.775587566338135,0.775587566338135,0.0,0,0,0,0.09773581092350508
52,gradual,drift,0.0,1,0.775587566338135,0.7922976257244345,0.016710059386299547,12,3000,0,0.09773581092350508
52,gradual,anchor_replay,0.0,1,0.775587566338135,0.7875375375375375,0.011949971199402554,12,2104,0,0.09773581092350508
52,gradual,static,0.0,3,0.775587566338135,0.775587566338135,0.0,0,0,0,0.09773581092350508
52,gradual,drift,0.0,3,0.775587566338135,0.7879924953095685,0.012404928971433526,12,3000,0,0.09773581092350508
52,gradual,anchor_replay,0.0,3,0.775587566338135,0.7799811142587346,0.00439354792059965,12,2049,0,0.09773581092350508
52,gradual,static,0.0,5,0.775587566338135,0.775587566338135,0.0,0,0,0,0.09773581092350508
52,gradual,drift,0.0,5,0.775587566338135,0.782051282051282,0.006463715713147078,12,3000,0,0.09773581092350508
52,gradual,anchor_replay,0.0,5,0.775587566338135,0.7739609033972291,-0.0016266629409058542,12,2051,0,0.09773581092350508
52,gradual,static,0.4,1,0.775587566338135,0.775587566338135,0.0,0,0,0,0.09773581092350508
52,gradual,drift,0.4,1,0.775587566338135,0.7713959680486877,-0.0041915982894472625,12,3000,0,0.09773581092350508
52,gradual,anchor_replay,0.4,1,0.775587566338135,0.777903897086644,0.00231633074850901,12,1608,0,0.09773581092350508
52,gradual,static,0.4,3,0.775587566338135,0.775587566338135,0.0,0,0,0,0.09773581092350508
52,gradual,drift,0.4,3,0.775587566338135,0.777903897086644,0.00231633074850901,12,3000,0,0.09773581092350508
52,gradual,anchor_replay,0.4,3,0.775587566338135,0.7751232461130072,-0.00046432022512776783,12,1633,0,0.09773581092350508
52,gradual,static,0.4,5,0.775587566338135,0.775587566338135,0.0,0,0,0,0.09773581092350508
52,gradual,drift,0.4,5,0.775587566338135,0.7790587790587791,0.0034712127206441012,12,3000,0,0.09773581092350508
52,gradual,anchor_replay,0.4,5,0.775587566338135,0.7727963525835866,-0.002791213754548383,12,1661,0,0.09773581092350508
52,abrupt,static,0.0,1,0.6411442995372318,0.6411442995372318,0.0,0,0,0,0.09773581092350508
52,abrupt,drift,0.0,1,0.6411442995372318,0.7760515346722243,0.13490723513499248,12,3000,0,0.09773581092350508
52,abrupt,anchor_replay,0.0,1,0.6411442995372318,0.671055338407735,0.02991103887050317,12,1799,0,0.09773581092350508
52,abrupt,static,0.0,3,0.6411442995372318,0.6411442995372318,0.0,0,0,0,0.09773581092350508
52,abrupt,drift,0.0,3,0.6411442995372318,0.7103214214414054,0.06917712190417358,12,3000,0,0.09773581092350508
52,abrupt,anchor_replay,0.0,3,0.6411442995372318,0.6510753810816454,0.009931081544413578,12,2100,0,0.09773581092350508
52,abrupt,static,0.0,5,0.6411442995372318,0.6411442995372318,0.0,0,0,0,0.09773581092350508
52,abrupt,drift,0.0,5,0.6411442995372318,0.6437119462523619,0.002567646715130101,12,3000,0,0.09773581092350508
52,abrupt,anchor_replay,0.0,5,0.6411442995372318,0.6420012612991381,0.0008569617619063052,12,2466,0,0.09773581092350508
52,abrupt,static,0.4,1,0.6411442995372318,0.6411442995372318,0.0,0,0,0,0.09773581092350508
52,abrupt,drift,0.4,1,0.6411442995372318,0.6915130646141382,0.05036876507690635,12,3000,0,0.09773581092350508
52,abrupt,anchor_replay,0.4,1,0.6411442995372318,0.6391405097956604,-0.002003789741571449,12,1486,0,0.09773581092350508
52,abrupt,static,0.4,3,0.6411442995372318,0.6411442995372318,0.0,0,0,0,0.09773581092350508
52,abrupt,drift,0.4,3,0.6411442995372318,0.6644614430432086,0.0233171435059768,12,3000,0,0.09773581092350508
52,abrupt,anchor_replay,0.4,3,0.6411442995372318,0.6417157275021026,0.0005714279648707521,12,1621,0,0.09773581092350508
52,abrupt,static,0.4,5,0.6411442995372318,0.6411442995372318,0.0,0,0,0,0.09773581092350508
52,abrupt,drift,0.4,5,0.6411442995372318,0.6342494714587738,-0.006894828078458093,12,3000,0,0.09773581092350508
52,abrupt,anchor_replay,0.4,5,0.6411442995372318,0.6420012612991381,0.0008569617619063052,12,1733,0,0.09773581092350508
52,oscillating,static,0.0,1,0.7652905198776758,0.7652905198776758,0.0,0,0,0,0.09773581092350508
52,oscillating,drift,0.0,1,0.7652905198776758,0.7790587790587791,0.013768259181103248,12,3000,0,0.09773581092350508
52,oscillating,anchor_replay,0.0,1,0.7652905198776758,0.7774413323239969,0.012150812446321102,12,2186,0,0.09773581092350508
52,oscillating,static,0.0,3,0.7652905198776758,0.7652905198776758,0.0,0,0,0,0.09773581092350508
52,oscillating,drift,0.0,3,0.7652905198776758,0.7806719516798792,0.015381431802203416,12,3000,0,0.09773581092350508
52,oscillating,anchor_replay,0.0,3,0.7652905198776758,0.7692893884549438,0.003998868577267944,12,2161,0,0.09773581092350508
52,oscillating,static,0.0,5,0.7652905198776758,0.7652905198776758,0.0,0,0,0,0.09773581092350508
52,oscillating,drift,0.0,5,0.7652905198776758,0.7685855890202059,0.0032950691425300827,12,3000,0,0.09773581092350508
52,oscillating,anchor_replay,0.0,5,0.7652905198776758,0.7652905198776758,0.0,12,2336,0,0.09773581092350508
52,oscillating,static,0.4,1,0.7652905198776758,0.7652905198776758,0.0,0,0,0,0.09773581092350508
52,oscillating,drift,0.4,1,0.7652905198776758,0.7521730732084219,-0.013117446669253963,12,3000,0,0.09773581092350508
52,oscillating,anchor_replay,0.4,1,0.7652905198776758,0.7702265372168284,0.00493601733915261,12,1621,0,0.09773581092350508
52,oscillating,static,0.4,3,0.7652905198776758,0.7652905198776758,0.0,0,0,0,0.09773581092350508
52,oscillating,drift,0.4,3,0.7652905198776758,0.7607903318626511,-0.00450018801502472,12,3000,0,0.09773581092350508
52,oscillating,anchor_replay,0.4,3,0.7652905198776758,0.764582138076114,-0.0007083818015618526,12,1676,0,0.09773581092350508
52,oscillating,static,0.4,5,0.7652905198776758,0.7652905198776758,0.0,0,0,0,0.09773581092350508
52,oscillating,drift,0.4,5,0.7652905198776758,0.7586471944657955,-0.006643325411880285,12,3000,0,0.09773581092350508
52,oscillating,anchor_replay,0.4,5,0.7652905198776758,0.765526466653927,0.00023594677625116134,12,1717,0,0.09773581092350508
52,stealth,static,0.0,1,0.3040168023103177,0.3040168023103177,0.0,0,0,0,0.09773581092350508
52,stealth,drift,0.0,1,0.3040168023103177,0.4108241082410824,0.1068073059307647,12,3000,0,0.09773581092350508
52,stealth,anchor_replay,0.0,1,0.3040168023103177,0.32945435738298423,0.02543755507266654,12,823,0,0.09773581092350508
52,stealth,static,0.0,3,0.3040168023103177,0.3040168023103177,0.0,0,0,0,0.09773581092350508
52,stealth,drift,0.0,3,0.3040168023103177,0.3768844221105528,0.0728676198002351,12,3000,0,0.09773581092350508
52,stealth,anchor_replay,0.0,3,0.3040168023103177,0.30845771144278605,0.0044409091324683625,12,1125,0,0.09773581092350508
52,stealth,static,0.0,5,0.3040168023103177,0.3040168023103177,0.0,0,0,0,0.09773581092350508
52,stealth,drift,0.0,5,0.3040168023103177,0.35077865713556294,0.04676185482524525,12,3000,0,0.09773581092350508
52,stealth,anchor_replay,0.0,5,0.3040168023103177,0.2982086406743941,-0.00580816163592357,12,1461,0,0.09773581092350508
52,stealth,static,0.4,1,0.3040168023103177,0.3040168023103177,0.0,0,0,0,0.09773581092350508
52,stealth,drift,0.4,1,0.3040168023103177,0.3503575076608784,0.04634070535056073,12,3000,0,0.09773581092350508
52,stealth,anchor_replay,0.4,1,0.3040168023103177,0.29641350210970463,-0.007603300200613061,12,1321,0,0.09773581092350508
52,stealth,static,0.4,3,0.3040168023103177,0.3040168023103177,0.0,0,0,0,0.09773581092350508
52,stealth,drift,0.4,3,0.3040168023103177,0.3423146009751091,0.03829779866479138,12,3000,0,0.09773581092350508
52,stealth,anchor_replay,0.4,3,0.3040168023103177,0.29641350210970463,-0.007603300200613061,12,1448,0,0.09773581092350508
52,stealth,static,0.4,5,0.3040168023103177,0.3040168023103177,0.0,0,0,0,0.09773581092350508
52,stealth,drift,0.4,5,0.3040168023103177,0.33376321898375033,0.02974641667343264,12,3000,0,0.09773581092350508
52,stealth,anchor_replay,0.4,5,0.3040168023103177,0.29326287978863935,-0.010753922521678339,12,1511,0,0.09773581092350508
52,hybrid,static,0.0,1,0.4892422825070159,0.4892422825070159,0.0,0,0,0,0.09773581092350508
52,hybrid,drift,0.0,1,0.4892422825070159,0.7103214214414054,0.22107913893438952,12,3000,0,0.09773581092350508
52,hybrid,anchor_replay,0.0,1,0.4892422825070159,0.5518941941268773,0.06265191161986144,12,1399,0,0.09773581092350508
52,hybrid,static,0.0,3,0.4892422825070159,0.4892422825070159,0.0,0,0,0,0.09773581092350508
52,hybrid,drift,0.0,3,0.4892422825070159,0.6269925611052072,0.13775027859819128,12,3000,0,0.09773581092350508
52,hybrid,anchor_replay,0.0,3,0.4892422825070159,0.5070487635775364,0.017806481070520463,12,1638,0,0.09773581092350508
52,hybrid,static,0.0,5,0.4892422825070159,0.4892422825070159,0.0,0,0,0,0.09773581092350508
52,hybrid,drift,0.0,5,0.4892422825070159,0.545045045045045,0.05580276253802913,12,3000,0,0.09773581092350508
52,hybrid,anchor_replay,0.0,5,0.4892422825070159,0.4895955108721066,0.00035322836509071864,12,1991,0,0.09773581092350508
52,hybrid,static,0.4,1,0.4892422825070159,0.4892422825070159,0.0,0,0,0,0.09773581092350508
52,hybrid,drift,0.4,1,0.4892422825070159,0.5855047076855704,0.09626242517855449,12,3000,0,0.09773581092350508
52,hybrid,anchor_replay,0.4,1,0.4892422825070159,0.48,-0.00924228250701592,12,1442,0,0.09773581092350508
52,hybrid,static,0.4,3,0.4892422825070159,0.4892422825070159,0.0,0,0,0,0.09773581092350508
52,hybrid,drift,0.4,3,0.4892422825070159,0.5538392657264384,0.06459698321942248,12,3000,0,0.09773581092350508
52,hybrid,anchor_replay,0.4,3,0.4892422825070159,0.4892422825070159,0.0,12,1519,0,0.09773581092350508
52,hybrid,static,0.4,5,0.4892422825070159,0.4892422825070159,0.0,0,0,0,0.09773581092350508
52,hybrid,drift,0.4,5,0.4892422825070159,0.5132336018411968,0.023991319334180916,12,3000,0,0.09773581092350508
52,hybrid,anchor_replay,0.4,5,0.4892422825070159,0.4849906191369606,-0.004251663370055281,12,1625,0,0.09773581092350508
62,static,static,0.0,1,0.8877078690210869,0.8877078690210869,0.0,0,0,0,0.08710900541892325
62,static,drift,0.0,1,0.8877078690210869,0.8916979842842501,0.003990115263163174,12,3000,0,0.08710900541892325
62,static,anchor_replay,0.0,1,0.8877078690210869,0.8943421949556919,0.006634325934605001,12,2634,0,0.08710900541892325
62,static,static,0.0,3,0.8877078690210869,0.8877078690210869,0.0,0,0,0,0.08710900541892325
62,static,drift,0.0,3,0.8877078690210869,0.8890410958904109,0.0013332268693240223,12,3000,0,0.08710900541892325
62,static,anchor_replay,0.0,3,0.8877078690210869,0.8894214310167751,0.0017135619956881731,12,2605,0,0.08710900541892325
62,static,static,0.0,5,0.8877078690210869,0.8877078690210869,0.0,0,0,0,0.08710900541892325
62,static,drift,0.0,5,0.8877078690210869,0.887517146776406,-0.00019072224468086318,12,3000,0,0.08710900541892325
62,static,anchor_replay,0.0,5,0.8877078690210869,0.8877078690210869,0.0,12,2590,0,0.08710900541892325
62,static,static,0.4,1,0.8877078690210869,0.8877078690210869,0.0,0,0,0,0.08710900541892325
62,static,drift,0.4,1,0.8877078690210869,0.8782849239280774,-0.00942294509300945,12,3000,0,0.08710900541892325
62,static,anchor_replay,0.4,1,0.8877078690210869,0.8890410958904109,0.0013332268693240223,12,1718,0,0.08710900541892325
62,static,static,0.4,3,0.8877078690210869,0.8877078690210869,0.0,0,0,0,0.08710900541892325
62,static,drift,0.4,3,0.8877078690210869,0.8804141501294219,-0.007293718891664969,12,3000,0,0.08710900541892325
62,static,anchor_replay,0.4,3,0.8877078690210869,0.8888508306216818,0.001142961600594905,12,1746,0,0.08710900541892325
62,static,static,0.4,5,0.8877078690210869,0.8877078690210869,0.0,0,0,0,0.08710900541892325
62,static,drift,0.4,5,0.8877078690210869,0.8854148771688714,-0.0022929918522155424,12,3000,0,0.08710900541892325
62,static,anchor_replay,0.4,5,0.8877078690210869,0.8878985258827563,0.00019065686166941376,12,1733,0,0.08710900541892325
62,gradual,static,0.0,1,0.7866093136338134,0.7866093136338134,0.0,0,0,0,0.08710900541892325
62,gradual,drift,0.0,1,0.7866093136338134,0.8073529411764706,0.02074362754265724,12,3000,0,0.08710900541892325
62,gradual,anchor_replay,0.0,1,0.7866093136338134,0.7987409738937233,0.012131660259909971,12,2145,0,0.08710900541892325
62,gradual,static,0.0,3,0.7866093136338134,0.7866093136338134,0.0,0,0,0,0.08710900541892325
62,gradual,drift,0.0,3,0.7866093136338134,0.7976278724981468,0.01101855886433345,12,3000,0,0.08710900541892325
62,gradual,anchor_replay,0.0,3,0.7866093136338134,0.7897780264875957,0.003168712853782285,12,2076,0,0.08710900541892325
62,gradual,static,0.0,5,0.7866093136338134,0.7866093136338134,0.0,0,0,0,0.08710900541892325
62,gradual,drift,0.0,5,0.7866093136338134,0.7875163520837226,0.0009070384499092476,12,3000,0,0.08710900541892325
62,gradual,anchor_replay,0.0,5,0.7866093136338134,0.7841079460269865,-0.002501367606826843,12,2049,0,0.08710900541892325
