seed,scenario,contamination,delay,static_attack_f1,adaptive_attack_f1,delta,events
42,stealth,0.5,5,0.2850293020777837,0.3234375,0.03840819792221628,7
42,hybrid,0.0,1,0.4823196605374823,0.7702005730659026,0.2878809125284203,7
42,hybrid,0.0,3,0.4823196605374823,0.6882640586797066,0.20594439814222432,7
42,hybrid,0.0,5,0.4823196605374823,0.588467441350581,0.10614778081309872,7
42,hybrid,0.2,1,0.4823196605374823,0.6988682295877122,0.2165485690502299,7
42,hybrid,0.2,3,0.4823196605374823,0.6296296296296297,0.14730996909214733,7
42,hybrid,0.2,5,0.4823196605374823,0.5594092638174089,0.07708960327992653,7
42,hybrid,0.4,1,0.4823196605374823,0.6148881239242685,0.13256846338678618,7
42,hybrid,0.4,3,0.4823196605374823,0.5699689027099067,0.08764924217242442,7
42,hybrid,0.4,5,0.4823196605374823,0.5284571428571428,0.04613748231966053,7
42,hybrid,0.5,1,0.4823196605374823,0.5946299934512115,0.11231033291372916,7
42,hybrid,0.5,3,0.4823196605374823,0.5381471389645777,0.055827478427095345,7
42,hybrid,0.5,5,0.4823196605374823,0.5010477299185099,0.018728069381027557,7
123,static,0.0,1,0.8743016759776536,0.899283031751451,0.024981355773797342,1
123,static,0.0,3,0.8743016759776536,0.8743016759776536,0.0,0
123,static,0.0,5,0.8743016759776536,0.8743016759776536,0.0,0
123,static,0.2,1,0.8743016759776536,0.8731212862635442,-0.0011803897141093866,1
123,static,0.2,3,0.8743016759776536,0.8743016759776536,0.0,0
123,static,0.2,5,0.8743016759776536,0.8743016759776536,0.0,0
123,static,0.4,1,0.8743016759776536,0.8473364318913121,-0.02696524408634149,1
123,static,0.4,3,0.8743016759776536,0.8743016759776536,0.0,0
123,static,0.4,5,0.8743016759776536,0.8743016759776536,0.0,0
123,static,0.5,1,0.8743016759776536,0.833152370611654,-0.04114930536599959,1
123,static,0.5,3,0.8743016759776536,0.8743016759776536,0.0,0
123,static,0.5,5,0.8743016759776536,0.8743016759776536,0.0,0
123,gradual,0.0,1,0.8057047601407669,0.8057047601407669,0.0,0
123,gradual,0.0,3,0.8057047601407669,0.8057047601407669,0.0,0
123,gradual,0.0,5,0.8057047601407669,0.8057047601407669,0.0,0
123,gradual,0.2,1,0.8057047601407669,0.8057047601407669,0.0,0
123,gradual,0.2,3,0.8057047601407669,0.8057047601407669,0.0,0
123,gradual,0.2,5,0.8057047601407669,0.8057047601407669,0.0,0
123,gradual,0.4,1,0.8057047601407669,0.8057047601407669,0.0,0
123,gradual,0.4,3,0.8057047601407669,0.8057047601407669,0.0,0
123,gradual,0.4,5,0.8057047601407669,0.8057047601407669,0.0,0
123,gradual,0.5,1,0.8057047601407669,0.8057047601407669,0.0,0
123,gradual,0.5,3,0.8057047601407669,0.8057047601407669,0.0,0
123,gradual,0.5,5,0.8057047601407669,0.8057047601407669,0.0,0
123,abrupt,0.0,1,0.6344769165607793,0.8175316339629561,0.18305471740217683,7
123,abrupt,0.0,3,0.6344769165607793,0.7445482866043613,0.11007137004358203,7
123,abrupt,0.0,5,0.6344769165607793,0.6501988695834205,0.015721953022641233,6
123,abrupt,0.2,1,0.6344769165607793,0.7722772277227723,0.13780031116199298,7
123,abrupt,0.2,3,0.6344769165607793,0.7065195586760281,0.0720426421152488,7
123,abrupt,0.2,5,0.6344769165607793,0.6341876721033679,-0.00028924445741140836,6
123,abrupt,0.4,1,0.6344769165607793,0.6973737373737374,0.06289682081295811,7
123,abrupt,0.4,3,0.6344769165607793,0.6716110424392254,0.03713412587844611,7
123,abrupt,0.4,5,0.6344769165607793,0.6260387811634349,-0.008438135397344393,6
123,abrupt,0.5,1,0.6344769165607793,0.6727048167970359,0.03822790023625655,7
123,abrupt,0.5,3,0.6344769165607793,0.6385135135135135,0.004036596952734173,7
123,abrupt,0.5,5,0.6344769165607793,0.6145251396648045,-0.019951776895974827,6
123,oscillating,0.0,1,0.7965658827920866,0.7965658827920866,0.0,0
123,oscillating,0.0,3,0.7965658827920866,0.7965658827920866,0.0,0
123,oscillating,0.0,5,0.7965658827920866,0.7965658827920866,0.0,0
123,oscillating,0.2,1,0.7965658827920866,0.7965658827920866,0.0,0
123,oscillating,0.2,3,0.7965658827920866,0.7965658827920866,0.0,0
123,oscillating,0.2,5,0.7965658827920866,0.7965658827920866,0.0,0
123,oscillating,0.4,1,0.7965658827920866,0.7965658827920866,0.0,0
123,oscillating,0.4,3,0.7965658827920866,0.7965658827920866,0.0,0
123,oscillating,0.4,5,0.7965658827920866,0.7965658827920866,0.0,0
123,oscillating,0.5,1,0.7965658827920866,0.7965658827920866,0.0,0
123,oscillating,0.5,3,0.7965658827920866,0.7965658827920866,0.0,0
123,oscillating,0.5,5,0.7965658827920866,0.7965658827920866,0.0,0
123,stealth,0.0,1,0.31027253668763105,0.6097455799913756,0.2994730433037445,11
123,stealth,0.0,3,0.31027253668763105,0.5591061452513967,0.24883360856376563,9
123,stealth,0.0,5,0.31027253668763105,0.5039443155452437,0.1936717788576126,7
123,stealth,0.2,1,0.31027253668763105,0.5156537753222836,0.20538123863465257,11
123,stealth,0.2,3,0.31027253668763105,0.47384615384615386,0.1635736171585228,9
123,stealth,0.2,5,0.31027253668763105,0.4387409200968523,0.12846838340922123,7
123,stealth,0.4,1,0.31027253668763105,0.40750802667325264,0.09723548998562159,11
123,stealth,0.4,3,0.31027253668763105,0.40237859266600595,0.0921060559783749,9
123,stealth,0.4,5,0.31027253668763105,0.377453447408153,0.06718091072052196,7
123,stealth,0.5,1,0.31027253668763105,0.37048268890573666,0.060210152218105606,11
123,stealth,0.5,3,0.31027253668763105,0.35970490969219027,0.049432373004559216,9
123,stealth,0.5,5,0.31027253668763105,0.3432682425488181,0.03299570586118705,7
123,hybrid,0.0,1,0.4860295844094858,0.7736782046405477,0.2876486202310619,7
123,hybrid,0.0,3,0.4860295844094858,0.6819296811120196,0.19590009670253378,7
123,hybrid,0.0,5,0.4860295844094858,0.6009980472987633,0.11496846288927748,7
123,hybrid,0.2,1,0.4860295844094858,0.7142572283150548,0.228227643905569,7
123,hybrid,0.2,3,0.4860295844094858,0.6298342541436464,0.14380466973416056,7
123,hybrid,0.2,5,0.4860295844094858,0.5526374859708193,0.0666079015613335,7
123,hybrid,0.4,1,0.4860295844094858,0.6151202749140894,0.1290906905046036,7
123,hybrid,0.4,3,0.4860295844094858,0.5862749397062048,0.10024535529671902,7
123,hybrid,0.4,5,0.4860295844094858,0.5122288878634056,0.026199303453919798,7
123,hybrid,0.5,1,0.4860295844094858,0.5853444493198772,0.09931486491039138,7
123,hybrid,0.5,3,0.4860295844094858,0.5378684807256235,0.05183889631613775,7
123,hybrid,0.5,5,0.4860295844094858,0.4927536231884058,0.006724038778920027,7
2024,static,0.0,1,0.8741076092634512,0.8793760831889081,0.005268473925456929,2
2024,static,0.0,3,0.8741076092634512,0.8803463203463203,0.006238711082869108,2
2024,static,0.0,5,0.8741076092634512,0.8809276566285912,0.0068200473651399696,2
2024,static,0.2,1,0.8741076092634512,0.8731265249215755,-0.0009810843418757154,2
2024,static,0.2,3,0.8741076092634512,0.8725370531822144,-0.0015705560812367958,2
2024,static,0.2,5,0.8741076092634512,0.8739115290839429,-0.00019608017950834,2
2024,static,0.4,1,0.8741076092634512,0.8636203866432337,-0.010487222620217507,2
2024,static,0.4,3,0.8741076092634512,0.8606167400881057,-0.013490869175345477,2
2024,static,0.4,5,0.8741076092634512,0.8652158652158652,-0.00889174404758597,2
2024,static,0.5,1,0.8741076092634512,0.8594108308343623,-0.014696778429088897,2
2024,static,0.5,3,0.8741076092634512,0.8573952995228838,-0.016712309740567366,2
2024,static,0.5,5,0.8741076092634512,0.8600141043723555,-0.014093504891095732,2
2024,gradual,0.0,1,0.8070110701107011,0.8070110701107011,0.0,0
2024,gradual,0.0,3,0.8070110701107011,0.8070110701107011,0.0,0
2024,gradual,0.0,5,0.8070110701107011,0.8070110701107011,0.0,0
2024,gradual,0.2,1,0.8070110701107011,0.8070110701107011,0.0,0
2024,gradual,0.2,3,0.8070110701107011,0.8070110701107011,0.0,0
2024,gradual,0.2,5,0.8070110701107011,0.8070110701107011,0.0,0
2024,gradual,0.4,1,0.8070110701107011,0.8070110701107011,0.0,0
2024,gradual,0.4,3,0.8070110701107011,0.8070110701107011,0.0,0
2024,gradual,0.4,5,0.8070110701107011,0.8070110701107011,0.0,0
2024,gradual,0.5,1,0.8070110701107011,0.8070110701107011,0.0,0
2024,gradual,0.5,3,0.8070110701107011,0.8070110701107011,0.0,0
2024,gradual,0.5,5,0.8070110701107011,0.8070110701107011,0.0,0
2024,abrupt,0.0,1,0.6297944479762662,0.8083302617029119,0.17853581372664573,6
2024,abrupt,0.0,3,0.6297944479762662,0.7284169124877089,0.09862246451144274,6
2024,abrupt,0.0,5,0.6297944479762662,0.6427371956339211,0.012942747657654907,6
2024,abrupt,0.2,1,0.6297944479762662,0.7667366011825291,0.1369421532062629,6
2024,abrupt,0.2,3,0.6297944479762662,0.6997788055499699,0.06998435757370369,6
2024,abrupt,0.2,5,0.6297944479762662,0.6216158601577488,-0.008178587818517324,6
2024,abrupt,0.4,1,0.6297944479762662,0.710410849621061,0.08061640164479489,6
2024,abrupt,0.4,3,0.6297944479762662,0.6612836438923395,0.031489195916073354,6
2024,abrupt,0.4,5,0.6297944479762662,0.6154175588865096,-0.01437688908975654,6
2024,abrupt,0.5,1,0.6297944479762662,0.6844354018311292,0.054640953854863006,6
2024,abrupt,0.5,3,0.6297944479762662,0.6373024236037935,0.0075079756275273635,6
2024,abrupt,0.5,5,0.6297944479762662,0.6049622437971952,-0.02483220417907095,6
2024,oscillating,0.0,1,0.7974707085735541,0.7974707085735541,0.0,0
2024,oscillating,0.0,3,0.7974707085735541,0.7974707085735541,0.0,0
2024,oscillating,0.0,5,0.7974707085735541,0.7974707085735541,0.0,0
2024,oscillating,0.2,1,0.7974707085735541,0.7974707085735541,0.0,0
2024,oscillating,0.2,3,0.7974707085735541,0.7974707085735541,0.0,0
2024,oscillating,0.2,5,0.7974707085735541,0.7974707085735541,0.0,0
2024,oscillating,0.4,1,0.7974707085735541,0.7974707085735541,0.0,0
2024,oscillating,0.4,3,0.7974707085735541,0.7974707085735541,0.0,0
2024,oscillating,0.4,5,0.7974707085735541,0.7974707085735541,0.0,0
2024,oscillating,0.5,1,0.7974707085735541,0.7974707085735541,0.0,0
2024,oscillating,0.5,3,0.7974707085735541,0.7974707085735541,0.0,0
2024,oscillating,0.5,5,0.7974707085735541,0.7974707085735541,0.0,0
2024,stealth,0.0,1,0.2930306230200634,0.5897491821155944,0.29671855909553096,11
2024,stealth,0.0,3,0.2930306230200634,0.536441828881847,0.2434112058617836,9
2024,stealth,0.0,5,0.2930306230200634,0.4888992755316663,0.1958686525116029,7
2024,stealth,0.2,1,0.2930306230200634,0.49662869100209256,0.20359806798202917,11
2024,stealth,0.2,3,0.2930306230200634,0.4545889101338432,0.16155828711377984,9
2024,stealth,0.2,5,0.2930306230200634,0.4267639902676399,0.1337333672475765,7
2024,stealth,0.4,1,0.2930306230200634,0.4026679841897233,0.10963736116965994,11
2024,stealth,0.4,3,0.2930306230200634,0.3782292450464008,0.08519862202633743,9
2024,stealth,0.4,5,0.2930306230200634,0.3745600804424334,0.08152945742237,7
2024,stealth,0.5,1,0.2930306230200634,0.3567979669631512,0.0637673439430878,11
2024,stealth,0.5,3,0.2930306230200634,0.335221421215242,0.042190798195178625,9
2024,stealth,0.5,5,0.2930306230200634,0.336506303061487,0.0434756800414236,7
2024,hybrid,0.0,1,0.4818032401972294,0.7695528068506184,0.287749566653389,7
2024,hybrid,0.0,3,0.4818032401972294,0.6747284279565485,0.1929251877593191,7
2024,hybrid,0.0,5,0.4818032401972294,0.5848106806741081,0.10300744047687871,7
2024,hybrid,0.2,1,0.4818032401972294,0.7000402090872537,0.2182369688900243,7
2024,hybrid,0.2,3,0.4818032401972294,0.6219096334185849,0.14010639322135543,7
2024,hybrid,0.2,5,0.4818032401972294,0.542380522993688,0.060577282796458576,7
2024,hybrid,0.4,1,0.4818032401972294,0.6183760683760684,0.13657282817883898,7
2024,hybrid,0.4,3,0.4818032401972294,0.5377657168701945,0.055962476672965056,7
2024,hybrid,0.4,5,0.4818032401972294,0.5125373821025995,0.03073414190537005,7
2024,hybrid,0.5,1,0.4818032401972294,0.5691524673600354,0.08734922716280602,7
2024,hybrid,0.5,3,0.4818032401972294,0.5260998404376567,0.04429660024042725,7
2024,hybrid,0.5,5,0.4818032401972294,0.49592928588043733,0.01412604568320791,7
3407,static,0.0,1,0.882701009397842,0.9035012809564474,0.02080027155860542,7
3407,static,0.0,3,0.882701009397842,0.8959587274290628,0.013257718031220778,6
3407,static,0.0,5,0.882701009397842,0.8959587274290628,0.013257718031220778,6
3407,static,0.2,1,0.882701009397842,0.8797766532891294,-0.002924356108712667,7
3407,static,0.2,3,0.882701009397842,0.8828954236993214,0.0001944143014793731,6
3407,static,0.2,5,0.882701009397842,0.8811432554897177,-0.001557753908124293,6
3407,static,0.4,1,0.882701009397842,0.8539807211710103,-0.028720288226831703,7
3407,static,0.4,3,0.882701009397842,0.8677248677248677,-0.014976141672974341,6
3407,static,0.4,5,0.882701009397842,0.8707124010554089,-0.011988608342433094,6
3407,static,0.5,1,0.882701009397842,0.8339992735197966,-0.04870173587804538,7
3407,static,0.5,3,0.882701009397842,0.8602875909817149,-0.022413418416127096,6
3407,static,0.5,5,0.882701009397842,0.8564303526897044,-0.026270656708137663,6
3407,gradual,0.0,1,0.8165898617511521,0.8165898617511521,0.0,0
3407,gradual,0.0,3,0.8165898617511521,0.8165898617511521,0.0,0
3407,gradual,0.0,5,0.8165898617511521,0.8165898617511521,0.0,0
3407,gradual,0.2,1,0.8165898617511521,0.8165898617511521,0.0,0
3407,gradual,0.2,3,0.8165898617511521,0.8165898617511521,0.0,0
3407,gradual,0.2,5,0.8165898617511521,0.8165898617511521,0.0,0
3407,gradual,0.4,1,0.8165898617511521,0.8165898617511521,0.0,0
3407,gradual,0.4,3,0.8165898617511521,0.8165898617511521,0.0,0
3407,gradual,0.4,5,0.8165898617511521,0.8165898617511521,0.0,0
3407,gradual,0.5,1,0.8165898617511521,0.8165898617511521,0.0,0
3407,gradual,0.5,3,0.8165898617511521,0.8165898617511521,0.0,0
3407,gradual,0.5,5,0.8165898617511521,0.8165898617511521,0.0,0
3407,abrupt,0.0,1,0.6458553047880194,0.8218021655349605,0.1759468607469411,8
3407,abrupt,0.0,3,0.6458553047880194,0.7482940144277637,0.10243870963974422,8
3407,abrupt,0.0,5,0.6458553047880194,0.6669435215946844,0.02108821680666495,7
3407,abrupt,0.2,1,0.6458553047880194,0.7752766119801603,0.12942130719214084,8
3407,abrupt,0.2,3,0.6458553047880194,0.7092882991556092,0.06343299436758976,8
3407,abrupt,0.2,5,0.6458553047880194,0.6418447218108737,-0.004010582977145738,7
3407,abrupt,0.4,1,0.6458553047880194,0.7216248506571087,0.07576954586908924,8
3407,abrupt,0.4,3,0.6458553047880194,0.6633354153653966,0.017480110577377195,8
3407,abrupt,0.4,5,0.6458553047880194,0.6261502246950567,-0.01970508009296279,7
3407,abrupt,0.5,1,0.6458553047880194,0.6773794808405439,0.031524176052524444,8
3407,abrupt,0.5,3,0.6458553047880194,0.6406944738513657,-0.00516083093665376,8
3407,abrupt,0.5,5,0.6458553047880194,0.618463524854745,-0.027391779933274463,7
3407,oscillating,0.0,1,0.8046918637125302,0.8046918637125302,0.0,0
3407,oscillating,0.0,3,0.8046918637125302,0.8046918637125302,0.0,0
3407,oscillating,0.0,5,0.8046918637125302,0.8046918637125302,0.0,0
3407,oscillating,0.2,1,0.8046918637125302,0.8046918637125302,0.0,0
3407,oscillating,0.2,3,0.8046918637125302,0.8046918637125302,0.0,0
3407,oscillating,0.2,5,0.8046918637125302,0.8046918637125302,0.0,0
3407,oscillating,0.4,1,0.8046918637125302,0.8046918637125302,0.0,0
3407,oscillating,0.4,3,0.8046918637125302,0.8046918637125302,0.0,0
3407,oscillating,0.4,5,0.8046918637125302,0.8046918637125302,0.0,0
3407,oscillating,0.5,1,0.8046918637125302,0.8046918637125302,0.0,0
3407,oscillating,0.5,3,0.8046918637125302,0.8046918637125302,0.0,0
3407,oscillating,0.5,5,0.8046918637125302,0.8046918637125302,0.0,0
3407,stealth,0.0,1,0.302934179222839,0.6000872219799389,0.2971530427570999,11
3407,stealth,0.0,3,0.302934179222839,0.5494803434252147,0.24654616420237568,9
3407,stealth,0.0,5,0.302934179222839,0.4922498825739784,0.1893157033511394,7
3407,stealth,0.2,1,0.302934179222839,0.5,0.197065820777161,11
3407,stealth,0.2,3,0.302934179222839,0.47722960151802657,0.17429542229518757,9
3407,stealth,0.2,5,0.302934179222839,0.4310850439882698,0.1281508647654308,7
3407,stealth,0.4,1,0.302934179222839,0.4226044226044226,0.11967024338158361,11
3407,stealth,0.4,3,0.302934179222839,0.40258770838517044,0.09965352916233144,9
3407,stealth,0.4,5,0.302934179222839,0.37468354430379747,0.07174936508095847,7
3407,stealth,0.5,1,0.302934179222839,0.36682777919104553,0.06389359996820654,11
3407,stealth,0.5,3,0.302934179222839,0.35973428717424627,0.056800107951407275,9
3407,stealth,0.5,5,0.302934179222839,0.34578716825560424,0.04285298903276524,7
3407,hybrid,0.0,1,0.49507735583684953,0.7803951367781155,0.2853177809412659,8
3407,hybrid,0.0,3,0.49507735583684953,0.6967113276492083,0.20163397181235876,8
3407,hybrid,0.0,5,0.49507735583684953,0.6070731178129746,0.11199576197612504,7
3407,hybrid,0.2,1,0.49507735583684953,0.715743148629726,0.22066579279287646,8
3407,hybrid,0.2,3,0.49507735583684953,0.642419116092197,0.1473417602553475,8
3407,hybrid,0.2,5,0.49507735583684953,0.5618279569892473,0.06675060115239773,7
3407,hybrid,0.4,1,0.49507735583684953,0.642419116092197,0.1473417602553475,8
3407,hybrid,0.4,3,0.49507735583684953,0.569199910853577,0.07412255501672749,8
3407,hybrid,0.4,5,0.49507735583684953,0.5203964047015441,0.025319048864694604,7
3407,hybrid,0.5,1,0.49507735583684953,0.5896309314586995,0.09455357562184996,8
3407,hybrid,0.5,3,0.49507735583684953,0.5329067641681902,0.03782940833134063,8
3407,hybrid,0.5,5,0.49507735583684953,0.5003503854239664,0.00527302958711684,7
7777,static,0.0,1,0.8852629751779205,0.8976999656711294,0.0124369904932089,2
7777,static,0.0,3,0.8852629751779205,0.8971320625107333,0.011869087332812778,2
7777,static,0.0,5,0.8852629751779205,0.8946643717728056,0.009401396594885036,1
7777,static,0.2,1,0.8852629751779205,0.8844884488448845,-0.0007745263330359853,2
7777,static,0.2,3,0.8852629751779205,0.8809897194633212,-0.0042732557145993555,2
7777,static,0.2,5,0.8852629751779205,0.8837128454719277,-0.0015501297059927754,1
7777,static,0.4,1,0.8852629751779205,0.8651705248277081,-0.020092450350212454,2
7777,static,0.4,3,0.8852629751779205,0.8601348952786653,-0.02512807989925525,2
7777,static,0.4,5,0.8852629751779205,0.8721461187214612,-0.013116856456459325,1
7777,static,0.5,1,0.8852629751779205,0.8480717488789238,-0.03719122629899674,2
7777,static,0.5,3,0.8852629751779205,0.8468306697791345,-0.03843230539878606,2
7777,static,0.5,5,0.8852629751779205,0.862758987072782,-0.02250398810513854,1
7777,gradual,0.0,1,0.8129390018484288,0.8129390018484288,0.0,0
7777,gradual,0.0,3,0.8129390018484288,0.8129390018484288,0.0,0
7777,gradual,0.0,5,0.8129390018484288,0.8129390018484288,0.0,0
7777,gradual,0.2,1,0.8129390018484288,0.8129390018484288,0.0,0
7777,gradual,0.2,3,0.8129390018484288,0.8129390018484288,0.0,0
7777,gradual,0.2,5,0.8129390018484288,0.8129390018484288,0.0,0
7777,gradual,0.4,1,0.8129390018484288,0.8129390018484288,0.0,0
7777,gradual,0.4,3,0.8129390018484288,0.8129390018484288,0.0,0
7777,gradual,0.4,5,0.8129390018484288,0.8129390018484288,0.0,0
7777,gradual,0.5,1,0.8129390018484288,0.8129390018484288,0.0,0
7777,gradual,0.5,3,0.8129390018484288,0.8129390018484288,0.0,0
7777,gradual,0.5,5,0.8129390018484288,0.8129390018484288,0.0,0
7777,abrupt,0.0,1,0.6373859537449608,0.8164393660154811,0.1790534122705203,6
7777,abrupt,0.0,3,0.6373859537449608,0.7370698131760078,0.09968385943104707,6
7777,abrupt,0.0,5,0.6373859537449608,0.6525388166177087,0.015152862872747974,6
7777,abrupt,0.2,1,0.6373859537449608,0.7807100816404025,0.1433241278954417,6
7777,abrupt,0.2,3,0.6373859537449608,0.6984191325496555,0.06103317880469472,6
7777,abrupt,0.2,5,0.6373859537449608,0.6336170212765957,-0.0037689324683650716,6
7777,abrupt,0.4,1,0.6373859537449608,0.7181636726546906,0.08077771890972985,6
7777,abrupt,0.4,3,0.6373859537449608,0.6623620079150178,0.024976054170056994,6
7777,abrupt,0.4,5,0.6373859537449608,0.6233654876741693,-0.014020466070791437,6
7777,abrupt,0.5,1,0.6373859537449608,0.6837466693994672,0.04636071565450639,6
7777,abrupt,0.5,3,0.6373859537449608,0.6570472605604349,0.019661306815474178,6
7777,abrupt,0.5,5,0.6373859537449608,0.6153514445881846,-0.022034509156776183,6
7777,oscillating,0.0,1,0.8007469654528478,0.8007469654528478,0.0,0
7777,oscillating,0.0,3,0.8007469654528478,0.8007469654528478,0.0,0
7777,oscillating,0.0,5,0.8007469654528478,0.8007469654528478,0.0,0
7777,oscillating,0.2,1,0.8007469654528478,0.8007469654528478,0.0,0
7777,oscillating,0.2,3,0.8007469654528478,0.8007469654528478,0.0,0
7777,oscillating,0.2,5,0.8007469654528478,0.8007469654528478,0.0,0
7777,oscillating,0.4,1,0.8007469654528478,0.8007469654528478,0.0,0
7777,oscillating,0.4,3,0.8007469654528478,0.8007469654528478,0.0,0
7777,oscillating,0.4,5,0.8007469654528478,0.8007469654528478,0.0,0
7777,oscillating,0.5,1,0.8007469654528478,0.8007469654528478,0.0,0
7777,oscillating,0.5,3,0.8007469654528478,0.8007469654528478,0.0,0
7777,oscillating,0.5,5,0.8007469654528478,0.8007469654528478,0.0,0
7777,stealth,0.0,1,0.3245499608661623,0.6078473878170388,0.28329742695087656,11
7777,stealth,0.0,3,0.3245499608661623,0.5597667638483965,0.23521680298223424,9
7777,stealth,0.0,5,0.3245499608661623,0.5075528700906344,0.18300290922447215,7
7777,stealth,0.2,1,0.3245499608661623,0.5099767981438516,0.18542683727768927,11
7777,stealth,0.2,3,0.3245499608661623,0.47240723120837297,0.1478572703422107,9
7777,stealth,0.2,5,0.3245499608661623,0.4442829457364341,0.11973298487027184,7
7777,stealth,0.4,1,0.3245499608661623,0.4305962854349951,0.10604632456883284,11
7777,stealth,0.4,3,0.3245499608661623,0.40842627013630733,0.08387630927014506,9
7777,stealth,0.4,5,0.3245499608661623,0.38845671267252196,0.06390675180635969,7
7777,stealth,0.5,1,0.3245499608661623,0.3762326169405815,0.05168265607441924,11
7777,stealth,0.5,3,0.3245499608661623,0.37951047186474896,0.054960510998586676,9
7777,stealth,0.5,5,0.3245499608661623,0.3588039867109635,0.034254025844801195,7
7777,hybrid,0.0,1,0.4636363636363636,0.7626204238921002,0.29898406025573654,7
7777,hybrid,0.0,3,0.4636363636363636,0.6747833264548081,0.21114696281844447,7
